,num_comercial_3km,num_primary_3km,num_secondary_3km,num_mall_2km,num_mrt_1.5km
2967,11.0,5.0,5.0,4.0,2.0
2968,4.0,18.0,13.0,2.0,7.0
2969,4.0,15.0,12.0,3.0,3.0
2970,2.0,18.0,16.0,7.0,5.0
2971,1.0,5.0,6.0,3.0,3.0
2972,5.0,20.0,17.0,5.0,6.0
2973,0.0,3.0,3.0,4.0,1.0
2974,3.0,9.0,4.0,39.0,18.0
2975,5.0,14.0,9.0,3.0,2.0
2976,0.0,6.0,3.0,4.0,1.0
2977,0.0,11.0,13.0,5.0,1.0
2978,5.0,9.0,7.0,25.0,4.0
2979,4.0,10.0,4.0,45.0,17.0
2980,4.0,15.0,12.0,3.0,3.0
2981,0.0,6.0,10.0,3.0,2.0
2982,2.0,9.0,6.0,23.0,4.0
2983,0.0,17.0,11.0,4.0,3.0
2984,3.0,12.0,7.0,30.0,5.0
2985,4.0,15.0,10.0,5.0,1.0
2986,4.0,6.0,9.0,4.0,1.0
2987,6.0,21.0,10.0,6.0,0.0
2988,4.0,10.0,11.0,5.0,2.0
2989,7.0,5.0,10.0,4.0,2.0
2990,4.0,8.0,5.0,6.0,2.0
2991,0.0,11.0,8.0,3.0,1.0
2992,5.0,18.0,17.0,5.0,5.0
2993,4.0,10.0,4.0,45.0,17.0
2994,4.0,15.0,12.0,3.0,3.0
2995,0.0,2.0,6.0,1.0,2.0
2996,3.0,6.0,4.0,5.0,11.0
2997,2.0,8.0,7.0,21.0,3.0
2998,0.0,10.0,7.0,3.0,3.0
2999,0.0,17.0,14.0,8.0,2.0
3000,1.0,5.0,7.0,1.0,6.0
3001,2.0,9.0,6.0,23.0,4.0
3002,1.0,11.0,9.0,6.0,8.0
3003,3.0,9.0,6.0,15.0,7.0
3004,1.0,11.0,15.0,1.0,4.0
3005,2.0,8.0,7.0,21.0,3.0
3006,0.0,8.0,8.0,0.0,2.0
3007,6.0,17.0,10.0,3.0,0.0
3008,4.0,21.0,17.0,8.0,2.0
3009,4.0,25.0,14.0,6.0,1.0
3010,4.0,10.0,7.0,4.0,1.0
3011,3.0,15.0,11.0,1.0,5.0
3012,2.0,22.0,10.0,5.0,1.0
3013,1.0,16.0,10.0,9.0,3.0
3014,6.0,18.0,13.0,5.0,0.0
3015,4.0,8.0,8.0,28.0,7.0
3016,4.0,8.0,7.0,5.0,3.0
3017,2.0,11.0,7.0,3.0,2.0
3018,4.0,6.0,9.0,4.0,1.0
3019,5.0,13.0,8.0,4.0,2.0
3020,0.0,17.0,11.0,4.0,3.0
3021,3.0,15.0,13.0,3.0,5.0
3022,3.0,9.0,6.0,15.0,7.0
3023,0.0,16.0,10.0,4.0,2.0
3024,1.0,12.0,13.0,4.0,3.0
3025,8.0,6.0,9.0,3.0,3.0
3026,3.0,17.0,8.0,17.0,8.0
3027,11.0,7.0,10.0,4.0,5.0
3028,0.0,11.0,6.0,3.0,2.0
3029,3.0,17.0,8.0,17.0,8.0
3030,3.0,9.0,6.0,15.0,7.0
3031,3.0,17.0,8.0,17.0,8.0
3032,0.0,8.0,8.0,0.0,2.0
3033,8.0,6.0,9.0,3.0,3.0
3034,4.0,13.0,8.0,4.0,1.0
3035,4.0,10.0,4.0,45.0,17.0
3036,2.0,11.0,9.0,4.0,4.0
3037,1.0,17.0,10.0,1.0,5.0
3038,0.0,19.0,14.0,2.0,3.0
3039,0.0,16.0,10.0,4.0,2.0
3040,6.0,18.0,13.0,5.0,0.0
3041,2.0,9.0,8.0,3.0,1.0
3042,8.0,6.0,9.0,3.0,3.0
3043,2.0,18.0,9.0,4.0,1.0
3044,5.0,10.0,8.0,1.0,0.0
3045,3.0,15.0,13.0,7.0,5.0
3046,0.0,11.0,8.0,3.0,1.0
3047,8.0,6.0,10.0,3.0,5.0
3048,2.0,8.0,7.0,21.0,3.0
3049,1.0,10.0,10.0,10.0,0.0
3050,5.0,8.0,7.0,44.0,15.0
3051,4.0,10.0,8.0,2.0,1.0
3052,5.0,11.0,6.0,31.0,14.0
3053,4.0,11.0,8.0,34.0,9.0
3054,0.0,5.0,4.0,4.0,2.0
3055,5.0,12.0,10.0,1.0,1.0
3056,3.0,9.0,6.0,15.0,7.0
3057,3.0,19.0,15.0,3.0,5.0
3058,3.0,18.0,18.0,3.0,5.0
3059,1.0,16.0,11.0,5.0,6.0
3060,5.0,16.0,16.0,6.0,2.0
3061,0.0,0.0,0.0,0.0,0.0
3062,3.0,9.0,6.0,15.0,7.0
3063,8.0,6.0,9.0,3.0,3.0
3064,2.0,10.0,10.0,26.0,4.0
3065,0.0,12.0,6.0,3.0,2.0
3066,0.0,9.0,8.0,6.0,2.0
3067,11.0,6.0,12.0,3.0,5.0
3068,0.0,14.0,9.0,4.0,2.0
3069,4.0,26.0,15.0,5.0,1.0
3070,9.0,6.0,9.0,6.0,2.0
3071,4.0,6.0,4.0,31.0,18.0
3072,4.0,26.0,17.0,6.0,3.0
3073,0.0,10.0,9.0,0.0,0.0
3074,3.0,7.0,5.0,16.0,12.0
3075,3.0,16.0,15.0,4.0,5.0
3076,2.0,7.0,3.0,1.0,0.0
3077,4.0,21.0,20.0,4.0,3.0
3078,1.0,16.0,11.0,5.0,4.0
3079,0.0,2.0,6.0,1.0,5.0
3080,0.0,2.0,2.0,3.0,0.0
3081,1.0,12.0,10.0,6.0,2.0
3082,8.0,25.0,14.0,5.0,1.0
3083,3.0,14.0,15.0,6.0,3.0
3084,4.0,11.0,9.0,3.0,2.0
3085,3.0,3.0,2.0,15.0,13.0
3086,1.0,15.0,10.0,10.0,4.0
3087,3.0,7.0,5.0,16.0,12.0
3088,0.0,4.0,4.0,1.0,2.0
3089,2.0,8.0,7.0,6.0,3.0
3090,3.0,11.0,6.0,0.0,3.0
3091,3.0,7.0,5.0,16.0,12.0
3092,1.0,15.0,14.0,5.0,8.0
3093,5.0,15.0,13.0,2.0,4.0
3094,3.0,7.0,4.0,30.0,17.0
3095,0.0,12.0,11.0,8.0,3.0
3096,2.0,10.0,7.0,18.0,3.0
3097,0.0,14.0,9.0,4.0,2.0
3098,5.0,11.0,6.0,31.0,12.0
3099,0.0,14.0,12.0,6.0,1.0
3100,0.0,9.0,10.0,4.0,3.0
3101,1.0,19.0,17.0,7.0,6.0
3102,2.0,16.0,11.0,3.0,7.0
3103,4.0,12.0,10.0,8.0,4.0
3104,0.0,16.0,14.0,10.0,2.0
3105,1.0,7.0,6.0,3.0,3.0
3106,3.0,6.0,3.0,32.0,19.0
3107,1.0,9.0,11.0,5.0,2.0
3108,2.0,8.0,4.0,3.0,2.0
3109,2.0,9.0,6.0,23.0,4.0
3110,5.0,8.0,12.0,2.0,3.0
3111,3.0,15.0,13.0,3.0,5.0
3112,4.0,11.0,10.0,5.0,0.0
3113,11.0,6.0,10.0,6.0,6.0
3114,1.0,4.0,4.0,1.0,2.0
3115,1.0,9.0,8.0,5.0,0.0
3116,2.0,9.0,8.0,19.0,3.0
3117,1.0,13.0,9.0,10.0,4.0
3118,0.0,10.0,8.0,2.0,2.0
3119,4.0,15.0,12.0,3.0,3.0
3120,0.0,8.0,8.0,0.0,2.0
3121,8.0,6.0,10.0,3.0,5.0
3122,0.0,4.0,4.0,1.0,2.0
3123,2.0,12.0,11.0,7.0,4.0
3124,2.0,10.0,11.0,23.0,4.0
3125,4.0,16.0,11.0,4.0,0.0
3126,9.0,9.0,7.0,3.0,2.0
3127,0.0,14.0,11.0,4.0,2.0
3128,2.0,8.0,6.0,3.0,5.0
3129,3.0,6.0,2.0,16.0,14.0
3130,0.0,11.0,8.0,3.0,1.0
3131,2.0,16.0,6.0,2.0,1.0
3132,2.0,18.0,9.0,4.0,1.0
3133,0.0,2.0,2.0,3.0,0.0
3134,2.0,15.0,7.0,4.0,1.0
3135,2.0,5.0,4.0,3.0,4.0
3136,4.0,23.0,16.0,8.0,3.0
3137,2.0,7.0,5.0,6.0,4.0
3138,3.0,10.0,8.0,25.0,4.0
3139,4.0,24.0,17.0,6.0,3.0
3140,5.0,9.0,6.0,38.0,14.0
3141,3.0,10.0,7.0,32.0,6.0
3142,11.0,7.0,12.0,3.0,5.0
3143,0.0,0.0,0.0,0.0,0.0
3144,0.0,15.0,16.0,2.0,1.0
3145,0.0,9.0,10.0,4.0,3.0
3146,2.0,9.0,6.0,23.0,4.0
3147,2.0,9.0,10.0,21.0,4.0
3148,4.0,8.0,4.0,31.0,20.0
3149,2.0,16.0,10.0,4.0,2.0
3150,0.0,13.0,9.0,3.0,2.0
3151,1.0,7.0,6.0,9.0,3.0
3152,3.0,10.0,7.0,32.0,6.0
3153,0.0,2.0,6.0,1.0,5.0
3154,2.0,18.0,9.0,4.0,1.0
3155,0.0,14.0,9.0,3.0,3.0
3156,7.0,9.0,8.0,4.0,3.0
3157,0.0,12.0,7.0,0.0,0.0
3158,5.0,17.0,17.0,6.0,3.0
3159,4.0,14.0,11.0,3.0,2.0
3160,5.0,13.0,8.0,4.0,2.0
3161,0.0,0.0,0.0,0.0,0.0
3162,4.0,11.0,8.0,40.0,8.0
3163,4.0,27.0,15.0,6.0,2.0
3164,2.0,9.0,8.0,19.0,3.0
3165,3.0,9.0,8.0,30.0,4.0
3166,8.0,6.0,10.0,3.0,5.0
3167,8.0,6.0,9.0,3.0,3.0
3168,1.0,7.0,6.0,9.0,3.0
3169,9.0,6.0,10.0,4.0,5.0
3170,0.0,15.0,16.0,2.0,1.0
3171,3.0,7.0,8.0,24.0,3.0
3172,2.0,11.0,8.0,3.0,1.0
3173,2.0,7.0,3.0,1.0,0.0
3174,3.0,7.0,8.0,24.0,3.0
3175,3.0,10.0,7.0,32.0,7.0
3176,2.0,20.0,9.0,5.0,1.0
3177,0.0,16.0,13.0,9.0,3.0
3178,1.0,4.0,6.0,2.0,2.0
3179,4.0,6.0,4.0,31.0,18.0
3180,4.0,24.0,14.0,6.0,1.0
3181,0.0,16.0,10.0,4.0,2.0
3182,3.0,9.0,6.0,15.0,7.0
3183,3.0,9.0,4.0,41.0,18.0
3184,2.0,10.0,13.0,1.0,2.0
3185,3.0,15.0,13.0,8.0,3.0
3186,3.0,6.0,3.0,32.0,19.0
3187,1.0,4.0,4.0,1.0,3.0
3188,4.0,26.0,14.0,6.0,1.0
3189,4.0,19.0,15.0,4.0,3.0
3190,4.0,8.0,3.0,40.0,19.0
3191,3.0,13.0,10.0,4.0,0.0
3192,4.0,13.0,12.0,7.0,4.0
3193,2.0,12.0,12.0,0.0,2.0
3194,3.0,5.0,8.0,1.0,2.0
3195,3.0,12.0,12.0,2.0,2.0
3196,4.0,10.0,8.0,2.0,1.0
3197,8.0,6.0,10.0,3.0,5.0
3198,2.0,24.0,11.0,4.0,1.0
3199,0.0,4.0,3.0,4.0,3.0
3200,8.0,6.0,10.0,3.0,5.0
3201,4.0,12.0,5.0,4.0,0.0
3202,9.0,7.0,11.0,3.0,5.0
3203,3.0,7.0,4.0,6.0,6.0
3204,5.0,20.0,19.0,5.0,6.0
3205,0.0,16.0,12.0,2.0,2.0
3206,2.0,14.0,13.0,3.0,5.0
3207,5.0,16.0,16.0,6.0,2.0
3208,0.0,13.0,8.0,3.0,2.0
3209,4.0,13.0,12.0,7.0,4.0
3210,1.0,4.0,4.0,1.0,2.0
3211,0.0,0.0,0.0,0.0,0.0
3212,2.0,8.0,7.0,21.0,3.0
3213,8.0,6.0,9.0,3.0,3.0
3214,3.0,9.0,8.0,24.0,4.0
3215,4.0,10.0,8.0,2.0,1.0
3216,4.0,20.0,15.0,5.0,6.0
3217,0.0,10.0,8.0,2.0,2.0
3218,4.0,10.0,8.0,2.0,1.0
3219,2.0,20.0,10.0,5.0,0.0
3220,0.0,13.0,10.0,7.0,2.0
3221,8.0,6.0,10.0,3.0,5.0
3222,5.0,16.0,14.0,2.0,2.0
3223,3.0,21.0,14.0,1.0,4.0
3224,0.0,16.0,14.0,9.0,2.0
3225,0.0,16.0,11.0,2.0,3.0
3226,4.0,24.0,17.0,6.0,2.0
3227,2.0,13.0,10.0,5.0,2.0
3228,4.0,26.0,15.0,5.0,1.0
3229,0.0,11.0,10.0,7.0,3.0
3230,1.0,7.0,6.0,6.0,3.0
3231,4.0,11.0,11.0,5.0,3.0
3232,5.0,16.0,16.0,6.0,2.0
3233,3.0,15.0,13.0,8.0,3.0
3234,2.0,19.0,19.0,7.0,3.0
3235,1.0,5.0,6.0,3.0,3.0
3236,4.0,11.0,8.0,34.0,9.0
3237,2.0,7.0,4.0,3.0,4.0
3238,3.0,3.0,2.0,15.0,13.0
3239,3.0,18.0,12.0,10.0,5.0
3240,1.0,16.0,10.0,5.0,2.0
3241,5.0,18.0,17.0,5.0,5.0
3242,0.0,13.0,7.0,3.0,2.0
3243,8.0,6.0,10.0,3.0,5.0
3244,3.0,17.0,10.0,3.0,5.0
3245,1.0,6.0,6.0,6.0,2.0
3246,4.0,6.0,3.0,35.0,19.0
3247,0.0,15.0,16.0,2.0,1.0
3248,4.0,15.0,10.0,5.0,1.0
3249,3.0,6.0,4.0,12.0,12.0
3250,1.0,4.0,7.0,1.0,5.0
3251,2.0,9.0,7.0,5.0,3.0
3252,1.0,17.0,10.0,5.0,8.0
3253,3.0,5.0,3.0,10.0,12.0
3254,2.0,10.0,5.0,4.0,1.0
3255,4.0,16.0,12.0,4.0,1.0
3256,0.0,12.0,7.0,0.0,0.0
3257,8.0,6.0,9.0,3.0,3.0
3258,8.0,6.0,10.0,3.0,5.0
3259,4.0,15.0,12.0,3.0,3.0
3260,0.0,12.0,7.0,3.0,2.0
3261,4.0,8.0,10.0,2.0,0.0
3262,1.0,6.0,6.0,6.0,2.0
3263,3.0,12.0,6.0,33.0,6.0
3264,4.0,12.0,8.0,3.0,1.0
3265,5.0,22.0,17.0,8.0,1.0
3266,8.0,6.0,9.0,3.0,3.0
3267,2.0,9.0,6.0,23.0,4.0
3268,0.0,9.0,7.0,6.0,1.0
3269,3.0,9.0,6.0,15.0,7.0
3270,5.0,16.0,11.0,4.0,2.0
3271,4.0,16.0,12.0,8.0,2.0
3272,3.0,13.0,13.0,3.0,4.0
3273,5.0,11.0,5.0,4.0,1.0
3274,3.0,9.0,4.0,41.0,18.0
3275,8.0,6.0,9.0,3.0,3.0
3276,3.0,7.0,5.0,16.0,12.0
3277,6.0,20.0,12.0,5.0,0.0
3278,1.0,9.0,8.0,10.0,2.0
3279,9.0,8.0,13.0,3.0,5.0
3280,2.0,8.0,8.0,1.0,2.0
3281,0.0,2.0,6.0,1.0,5.0
3282,3.0,17.0,13.0,10.0,4.0
3283,3.0,3.0,2.0,17.0,15.0
3284,8.0,6.0,9.0,3.0,3.0
3285,4.0,11.0,9.0,34.0,6.0
3286,9.0,6.0,9.0,6.0,2.0
3287,3.0,11.0,7.0,26.0,4.0
3288,4.0,15.0,12.0,7.0,2.0
3289,7.0,9.0,7.0,3.0,2.0
3290,0.0,4.0,3.0,4.0,2.0
3291,4.0,12.0,9.0,29.0,4.0
3292,3.0,11.0,7.0,26.0,4.0
3293,0.0,10.0,8.0,2.0,1.0
3294,1.0,9.0,9.0,7.0,1.0
3295,3.0,9.0,8.0,24.0,4.0
3296,3.0,6.0,4.0,5.0,11.0
3297,3.0,7.0,5.0,16.0,12.0
3298,8.0,6.0,11.0,3.0,3.0
3299,4.0,18.0,17.0,3.0,4.0
3300,3.0,8.0,11.0,21.0,1.0
3301,4.0,11.0,10.0,4.0,4.0
3302,8.0,6.0,9.0,3.0,3.0
3303,1.0,12.0,10.0,8.0,8.0
3304,3.0,10.0,7.0,32.0,6.0
3305,3.0,10.0,11.0,2.0,2.0
3306,11.0,7.0,12.0,3.0,5.0
3307,4.0,8.0,3.0,40.0,19.0
3308,5.0,16.0,16.0,6.0,2.0
3309,0.0,4.0,5.0,0.0,1.0
3310,2.0,8.0,8.0,17.0,5.0
3311,0.0,16.0,14.0,9.0,2.0
3312,3.0,7.0,5.0,16.0,12.0
3313,2.0,11.0,8.0,3.0,1.0
3314,5.0,8.0,12.0,2.0,3.0
3315,5.0,16.0,16.0,6.0,2.0
3316,3.0,16.0,15.0,4.0,5.0
3317,6.0,16.0,9.0,4.0,0.0
3318,2.0,24.0,18.0,7.0,3.0
3319,8.0,6.0,10.0,3.0,5.0
3320,2.0,13.0,7.0,5.0,1.0
3321,8.0,6.0,10.0,3.0,5.0
3322,4.0,9.0,9.0,5.0,3.0
3323,2.0,21.0,21.0,3.0,3.0
3324,4.0,18.0,14.0,4.0,2.0
3325,4.0,10.0,6.0,3.0,1.0
3326,4.0,11.0,8.0,34.0,9.0
3327,3.0,20.0,14.0,1.0,4.0
3328,1.0,12.0,10.0,7.0,7.0
3329,4.0,16.0,12.0,4.0,1.0
3330,0.0,9.0,10.0,4.0,4.0
3331,1.0,4.0,5.0,2.0,4.0
3332,3.0,18.0,13.0,8.0,3.0
3333,0.0,0.0,0.0,0.0,0.0
3334,2.0,12.0,11.0,7.0,4.0
3335,4.0,10.0,4.0,45.0,17.0
3336,1.0,9.0,8.0,8.0,1.0
3337,4.0,18.0,15.0,4.0,0.0
3338,1.0,11.0,10.0,7.0,0.0
3339,3.0,16.0,15.0,4.0,5.0
3340,0.0,11.0,9.0,6.0,1.0
3341,3.0,7.0,4.0,6.0,6.0
3342,4.0,6.0,9.0,4.0,1.0
3343,3.0,10.0,6.0,27.0,4.0
3344,4.0,12.0,8.0,4.0,1.0
3345,5.0,18.0,17.0,5.0,5.0
3346,5.0,12.0,6.0,3.0,2.0
3347,9.0,9.0,6.0,4.0,2.0
3348,0.0,14.0,9.0,4.0,2.0
3349,0.0,10.0,8.0,2.0,1.0
3350,1.0,14.0,16.0,7.0,3.0
3351,8.0,6.0,9.0,3.0,3.0
3352,3.0,9.0,6.0,15.0,7.0
3353,8.0,6.0,11.0,3.0,3.0
3354,6.0,8.0,7.0,5.0,2.0
3355,2.0,15.0,7.0,4.0,1.0
3356,4.0,9.0,7.0,31.0,8.0
3357,2.0,10.0,11.0,23.0,4.0
3358,5.0,8.0,12.0,2.0,3.0
3359,3.0,7.0,3.0,34.0,23.0
3360,2.0,9.0,9.0,4.0,3.0
3361,5.0,22.0,17.0,8.0,2.0
3362,5.0,12.0,6.0,29.0,12.0
3363,1.0,15.0,10.0,10.0,4.0
3364,3.0,5.0,2.0,25.0,21.0
3365,0.0,14.0,9.0,4.0,2.0
3366,1.0,9.0,9.0,7.0,1.0
3367,1.0,4.0,6.0,2.0,2.0
3368,4.0,10.0,8.0,2.0,0.0
3369,4.0,18.0,14.0,5.0,2.0
3370,5.0,14.0,9.0,3.0,2.0
3371,0.0,18.0,12.0,4.0,2.0
3372,4.0,10.0,4.0,45.0,17.0
3373,2.0,22.0,20.0,4.0,1.0
3374,2.0,7.0,3.0,2.0,3.0
3375,4.0,10.0,8.0,2.0,1.0
3376,4.0,17.0,13.0,4.0,3.0
3377,11.0,6.0,13.0,3.0,5.0
3378,8.0,6.0,11.0,3.0,3.0
3379,2.0,9.0,7.0,16.0,3.0
3380,2.0,13.0,11.0,5.0,2.0
3381,6.0,24.0,12.0,5.0,1.0
3382,1.0,6.0,6.0,6.0,2.0
3383,3.0,6.0,2.0,16.0,14.0
3384,1.0,6.0,6.0,6.0,2.0
3385,1.0,17.0,12.0,2.0,1.0
3386,2.0,9.0,8.0,19.0,3.0
3387,4.0,23.0,16.0,8.0,3.0
3388,0.0,16.0,14.0,9.0,2.0
3389,3.0,9.0,4.0,39.0,18.0
3390,1.0,5.0,6.0,3.0,3.0
3391,1.0,10.0,8.0,5.0,0.0
3392,2.0,16.0,15.0,2.0,2.0
3393,3.0,13.0,8.0,20.0,9.0
3394,4.0,15.0,12.0,3.0,3.0
3395,0.0,11.0,8.0,2.0,2.0
3396,1.0,9.0,9.0,5.0,0.0
3397,3.0,5.0,3.0,6.0,11.0
3398,4.0,12.0,12.0,4.0,2.0
3399,0.0,5.0,7.0,0.0,2.0
3400,1.0,6.0,6.0,6.0,2.0
3401,1.0,12.0,10.0,7.0,7.0
3402,4.0,16.0,11.0,4.0,0.0
3403,0.0,0.0,0.0,0.0,0.0
3404,1.0,9.0,11.0,5.0,2.0
3405,2.0,5.0,4.0,3.0,4.0
3406,2.0,12.0,12.0,0.0,0.0
3407,4.0,11.0,10.0,5.0,0.0
3408,2.0,8.0,7.0,6.0,3.0
3409,4.0,9.0,7.0,31.0,8.0
3410,3.0,16.0,10.0,4.0,5.0
3411,2.0,22.0,10.0,5.0,1.0
3412,1.0,7.0,6.0,9.0,3.0
3413,3.0,12.0,6.0,32.0,5.0
3414,3.0,11.0,7.0,26.0,4.0
3415,4.0,16.0,13.0,3.0,5.0
3416,2.0,8.0,5.0,3.0,4.0
3417,0.0,0.0,0.0,0.0,0.0
3418,4.0,8.0,7.0,6.0,3.0
3419,0.0,0.0,0.0,0.0,0.0
3420,4.0,17.0,11.0,6.0,1.0
3421,9.0,6.0,9.0,6.0,2.0
3422,0.0,2.0,2.0,3.0,0.0
3423,6.0,12.0,9.0,2.0,1.0
3424,0.0,16.0,13.0,9.0,3.0
3425,3.0,20.0,21.0,5.0,5.0
3426,4.0,9.0,7.0,31.0,8.0
3427,5.0,13.0,11.0,2.0,2.0
3428,3.0,10.0,6.0,27.0,4.0
3429,4.0,15.0,7.0,4.0,0.0
3430,2.0,13.0,10.0,5.0,2.0
3431,2.0,10.0,10.0,22.0,4.0
3432,0.0,16.0,13.0,9.0,3.0
3433,4.0,16.0,12.0,4.0,1.0
3434,5.0,19.0,18.0,5.0,3.0
3435,3.0,15.0,13.0,2.0,2.0
3436,4.0,11.0,12.0,5.0,3.0
3437,2.0,12.0,14.0,3.0,4.0
3438,8.0,6.0,9.0,3.0,3.0
3439,8.0,6.0,11.0,3.0,3.0
3440,5.0,13.0,11.0,5.0,2.0
3441,0.0,0.0,0.0,0.0,0.0
3442,4.0,8.0,3.0,40.0,19.0
3443,5.0,12.0,6.0,29.0,12.0
3444,5.0,18.0,17.0,5.0,5.0
3445,4.0,21.0,15.0,7.0,1.0
3446,3.0,10.0,7.0,32.0,7.0
3447,3.0,3.0,2.0,15.0,13.0
3448,0.0,0.0,0.0,0.0,0.0
3449,6.0,16.0,9.0,3.0,0.0
3450,5.0,11.0,6.0,31.0,14.0
3451,1.0,9.0,8.0,10.0,2.0
3452,4.0,18.0,15.0,4.0,0.0
3453,0.0,0.0,0.0,0.0,0.0
3454,2.0,9.0,9.0,5.0,1.0
3455,9.0,6.0,9.0,6.0,2.0
3456,6.0,17.0,10.0,5.0,0.0
3457,5.0,23.0,16.0,6.0,2.0
3458,0.0,7.0,4.0,4.0,1.0
3459,8.0,6.0,9.0,3.0,3.0
3460,1.0,5.0,6.0,3.0,3.0
3461,4.0,10.0,8.0,2.0,1.0
3462,0.0,2.0,2.0,3.0,0.0
3463,4.0,19.0,15.0,6.0,2.0
3464,4.0,6.0,9.0,4.0,1.0
3465,3.0,17.0,11.0,3.0,5.0
3466,8.0,19.0,14.0,6.0,0.0
3467,4.0,15.0,10.0,5.0,1.0
3468,2.0,17.0,10.0,4.0,3.0
3469,7.0,12.0,10.0,1.0,0.0
3470,9.0,6.0,9.0,6.0,2.0
3471,2.0,21.0,16.0,6.0,5.0
3472,4.0,17.0,12.0,4.0,3.0
3473,4.0,10.0,8.0,2.0,2.0
3474,4.0,15.0,8.0,4.0,0.0
3475,4.0,11.0,9.0,3.0,2.0
3476,9.0,8.0,13.0,3.0,5.0
3477,1.0,12.0,11.0,7.0,8.0
3478,0.0,8.0,8.0,0.0,2.0
3479,9.0,6.0,9.0,6.0,2.0
3480,3.0,10.0,6.0,27.0,4.0
3481,3.0,10.0,6.0,27.0,4.0
3482,4.0,10.0,4.0,45.0,17.0
3483,4.0,8.0,10.0,4.0,1.0
3484,3.0,9.0,8.0,30.0,4.0
3485,1.0,9.0,10.0,7.0,0.0
3486,4.0,10.0,8.0,2.0,0.0
3487,3.0,10.0,7.0,32.0,6.0
3488,3.0,8.0,6.0,24.0,11.0
3489,4.0,12.0,8.0,3.0,1.0
3490,6.0,17.0,10.0,5.0,0.0
3491,0.0,6.0,3.0,4.0,2.0
3492,1.0,9.0,11.0,5.0,2.0
3493,0.0,13.0,7.0,3.0,2.0
3494,0.0,16.0,14.0,9.0,2.0
3495,3.0,9.0,8.0,24.0,4.0
3496,0.0,8.0,10.0,4.0,3.0
3497,3.0,10.0,6.0,27.0,4.0
3498,2.0,20.0,14.0,1.0,4.0
3499,0.0,16.0,10.0,4.0,2.0
3500,5.0,17.0,12.0,6.0,2.0
3501,2.0,12.0,12.0,0.0,0.0
3502,3.0,5.0,2.0,25.0,21.0
3503,3.0,16.0,13.0,5.0,2.0
3504,1.0,11.0,10.0,8.0,0.0
3505,4.0,9.0,7.0,31.0,8.0
3506,4.0,15.0,12.0,3.0,3.0
3507,3.0,6.0,4.0,5.0,11.0
3508,3.0,7.0,5.0,16.0,12.0
3509,0.0,0.0,0.0,0.0,0.0
3510,2.0,14.0,11.0,6.0,4.0
3511,3.0,7.0,4.0,6.0,6.0
3512,2.0,27.0,17.0,6.0,3.0
3513,3.0,16.0,16.0,5.0,3.0
3514,4.0,19.0,14.0,4.0,1.0
3515,4.0,20.0,10.0,7.0,1.0
3516,3.0,14.0,13.0,7.0,5.0
3517,3.0,9.0,6.0,15.0,7.0
3518,3.0,10.0,7.0,32.0,6.0
3519,0.0,8.0,8.0,0.0,2.0
3520,2.0,7.0,5.0,6.0,2.0
3521,3.0,6.0,2.0,16.0,14.0
3522,1.0,4.0,4.0,1.0,3.0
3523,1.0,9.0,11.0,5.0,2.0
3524,3.0,11.0,7.0,26.0,4.0
3525,8.0,6.0,10.0,3.0,5.0
3526,4.0,8.0,12.0,22.0,1.0
3527,3.0,9.0,6.0,15.0,7.0
3528,1.0,4.0,6.0,2.0,2.0
3529,9.0,7.0,11.0,3.0,5.0
3530,2.0,8.0,7.0,21.0,3.0
3531,5.0,12.0,5.0,3.0,1.0
3532,1.0,7.0,6.0,9.0,3.0
3533,1.0,10.0,14.0,3.0,3.0
3534,9.0,7.0,10.0,3.0,5.0
3535,8.0,6.0,9.0,3.0,3.0
3536,0.0,17.0,12.0,2.0,1.0
3537,2.0,9.0,6.0,23.0,4.0
3538,3.0,6.0,4.0,8.0,12.0
3539,6.0,17.0,10.0,5.0,0.0
3540,3.0,9.0,4.0,41.0,18.0
3541,0.0,15.0,12.0,11.0,1.0
3542,2.0,9.0,8.0,19.0,3.0
3543,0.0,15.0,16.0,2.0,1.0
3544,3.0,17.0,8.0,15.0,9.0
3545,0.0,16.0,13.0,11.0,2.0
3546,0.0,11.0,8.0,3.0,1.0
3547,0.0,14.0,9.0,4.0,2.0
3548,4.0,20.0,11.0,2.0,4.0
3549,4.0,11.0,8.0,34.0,9.0
3550,2.0,10.0,5.0,4.0,1.0
3551,4.0,11.0,8.0,34.0,9.0
3552,4.0,19.0,14.0,4.0,1.0
3553,0.0,9.0,6.0,1.0,0.0
3554,2.0,20.0,10.0,6.0,0.0
3555,1.0,14.0,9.0,10.0,4.0
3556,2.0,7.0,3.0,1.0,0.0
3557,0.0,11.0,8.0,3.0,1.0
3558,0.0,12.0,9.0,5.0,1.0
3559,0.0,0.0,0.0,0.0,0.0
3560,4.0,15.0,10.0,5.0,1.0
3561,2.0,5.0,4.0,3.0,4.0
3562,2.0,9.0,6.0,4.0,2.0
3563,0.0,12.0,6.0,3.0,2.0
3564,5.0,13.0,8.0,4.0,2.0
3565,0.0,4.0,3.0,4.0,3.0
3566,1.0,18.0,8.0,1.0,5.0
3567,3.0,6.0,4.0,5.0,11.0
3568,3.0,10.0,6.0,29.0,4.0
3569,2.0,8.0,7.0,21.0,3.0
3570,1.0,13.0,9.0,10.0,5.0
3571,2.0,15.0,15.0,5.0,8.0
3572,4.0,16.0,12.0,7.0,3.0
