listing_id,count_commerical,count_mrt_station,count_primary,count_secondary,count_shopping
420909,0,3,1,0,1
918717,0,7,1,1,4
545707,0,2,0,0,1
279627,1,3,4,3,2
450036,0,1,0,0,6
892600,0,0,0,1,0
985898,0,2,0,0,1
638831,0,3,2,2,0
796495,1,3,2,1,3
262908,0,1,2,4,0
569774,1,3,0,0,3
887322,1,10,1,1,11
260291,0,2,2,3,3
583056,0,1,0,0,0
549258,0,1,1,3,0
176635,0,1,3,3,4
500250,0,7,1,1,4
769379,0,1,2,1,2
190440,0,1,0,0,0
186401,0,2,2,3,3
623269,0,3,3,5,1
959754,0,0,2,1,2
768557,0,1,4,3,1
497173,0,2,0,1,1
293969,0,1,5,2,1
529361,0,2,0,1,1
783424,0,1,3,2,1
691562,0,1,2,1,1
391847,1,1,1,3,1
569796,0,1,1,0,1
741185,0,2,0,1,10
165854,0,2,3,2,1
574894,0,3,2,2,0
129784,0,1,1,1,1
226183,0,1,1,2,0
821655,0,2,2,3,0
604728,1,1,1,1,2
253939,0,0,0,0,0
809892,0,1,4,4,2
815951,1,10,1,1,14
801591,0,0,1,3,5
798967,0,0,2,1,1
859940,0,0,4,1,5
299494,0,3,3,5,1
492066,0,1,4,2,4
714319,0,3,1,0,1
292879,0,1,3,2,3
225756,1,3,2,1,3
604034,0,0,3,2,1
762651,1,1,5,2,3
676055,0,1,5,2,1
712327,1,2,2,2,3
670332,0,1,0,1,2
633561,0,1,3,3,1
190628,0,1,2,2,4
825497,0,2,0,0,1
745161,0,4,0,0,3
333181,0,2,0,0,1
553601,1,2,1,2,3
592361,0,1,5,2,1
687282,0,3,0,0,20
454068,0,1,0,0,13
649104,0,1,0,0,0
730247,2,11,1,0,9
612707,0,2,2,2,0
885907,0,0,4,3,1
690183,0,5,2,0,4
949116,1,3,2,2,5
911169,1,13,0,0,11
514212,0,1,4,4,1
570598,0,0,1,2,5
825974,0,1,0,3,0
618027,0,0,2,0,0
698209,1,0,1,3,0
783694,0,0,5,4,1
458774,0,1,1,1,2
984984,1,10,1,1,14
314185,0,0,2,2,1
718481,0,2,0,0,2
340440,0,0,3,2,1
562875,0,0,2,3,1
671691,1,4,0,0,3
529617,0,2,0,0,1
733135,0,2,1,3,1
678013,0,0,3,1,1
485439,0,0,2,0,0
266568,0,0,0,0,0
580335,1,11,0,0,2
498963,0,0,0,0,0
307804,0,1,2,0,0
198296,0,2,1,2,0
644616,1,2,4,4,3
148481,0,1,3,3,4
421053,1,11,1,1,9
338078,0,1,0,1,1
911803,0,0,3,2,0
720004,0,1,5,5,1
908223,0,3,3,0,3
445735,0,2,1,2,0
651501,0,1,4,5,2
960846,0,0,3,2,0
732903,0,3,1,0,1
625080,0,1,0,3,0
753201,0,1,1,1,0
689885,0,0,0,0,0
910808,0,3,2,2,0
977387,0,0,2,3,0
176585,0,0,0,0,0
577757,0,2,2,3,0
329072,0,1,0,0,1
134178,0,0,0,0,0
348651,0,0,0,0,0
687447,0,1,2,4,0
539577,0,3,0,0,20
411430,0,2,1,1,0
716470,0,0,4,2,1
640864,0,2,0,3,0
959869,1,3,2,1,3
757132,1,3,2,1,3
248071,0,1,2,3,0
744441,0,1,1,0,1
615019,0,0,0,0,0
751526,0,0,2,1,0
328418,0,0,0,0,0
722283,0,1,3,3,1
793279,1,1,0,5,1
317374,0,0,0,0,0
346069,1,0,0,0,0
925062,0,2,0,2,3
257899,0,1,3,2,0
875487,0,3,0,0,20
815042,0,1,0,3,0
870842,1,3,2,1,3
561954,0,0,4,1,1
265512,0,1,4,2,3
670898,0,1,0,0,10
759220,0,2,0,2,3
229069,0,1,1,1,1
769805,1,2,3,3,2
902256,0,1,2,3,0
542233,1,1,3,1,0
585961,0,2,0,1,1
409706,0,2,0,0,1
739352,0,2,0,0,1
898815,0,2,5,3,2
377988,0,0,0,0,0
242629,1,10,1,1,11
212324,0,5,2,0,4
884204,1,1,5,2,3
288146,0,0,2,2,3
607818,1,3,2,1,3
622566,0,9,0,0,2
523879,0,0,0,0,0
766690,0,0,2,1,2
774872,0,5,2,0,4
862489,0,1,1,4,0
610100,0,0,2,1,1
309526,0,0,0,0,0
880519,0,0,1,0,0
394526,1,1,0,5,1
948289,0,0,2,1,2
545735,0,1,4,4,2
886577,0,1,1,0,2
290246,0,2,0,0,1
148435,0,1,0,1,1
685290,0,0,3,2,1
297930,0,0,0,0,0
669910,1,1,3,1,1
660019,0,1,3,2,3
414534,0,3,2,2,1
211412,0,0,3,1,2
111177,0,1,3,1,2
264308,0,0,2,3,0
643396,0,0,0,1,0
948660,1,1,0,5,1
151929,0,1,4,3,0
582811,0,0,2,3,0
326806,0,0,3,3,1
465089,0,0,4,2,2
771611,0,2,2,1,1
357259,1,3,1,0,3
702448,0,3,2,2,0
771056,0,1,1,0,0
363005,1,1,0,5,1
431082,1,3,2,1,3
710020,1,3,2,1,3
201582,1,10,1,1,14
542487,0,0,1,0,0
465707,0,2,1,0,14
561454,0,0,1,2,5
165057,0,0,2,0,0
448357,1,3,2,1,3
883173,0,6,0,1,3
822550,0,0,1,0,1
150072,0,0,2,1,2
172661,0,1,2,0,3
398125,0,2,2,3,0
498146,0,2,2,0,3
582641,0,1,3,3,4
404406,0,3,1,3,1
677920,0,2,1,2,0
422140,1,3,2,1,3
229656,0,2,3,2,1
794557,0,1,3,1,2
281591,0,0,5,5,1
312788,0,0,0,0,0
918481,1,13,0,0,11
889255,0,1,3,2,3
997603,0,0,4,2,5
388482,0,3,0,0,20
185156,0,2,1,2,0
108557,0,3,1,0,1
916056,0,7,1,1,4
803481,0,0,0,0,0
461653,1,1,2,1,5
383334,0,3,1,0,1
475759,0,2,4,2,1
136902,1,3,1,1,3
180560,1,1,1,2,1
988428,0,0,8,4,3
105995,1,4,3,2,1
564704,0,4,0,0,3
589182,1,3,2,1,3
151788,0,1,1,0,0
595653,0,2,1,0,0
438499,1,11,0,0,2
185302,0,1,0,1,1
593384,0,2,2,3,0
886979,1,3,2,1,3
986226,0,2,0,1,1
814637,0,1,0,0,8
967336,0,4,0,0,3
870726,0,1,0,3,0
802003,1,3,2,2,2
416159,0,1,1,3,0
865443,1,0,4,0,2
455444,0,2,0,3,0
842255,0,2,0,0,1
870749,2,4,2,2,2
488244,0,2,0,0,1
883695,0,0,2,1,2
432458,0,3,1,3,0
665707,0,4,1,0,1
621688,0,0,2,1,2
262128,1,10,0,1,7
392524,0,1,4,4,3
101491,0,2,1,2,0
603721,0,0,4,1,2
127991,0,4,2,0,3
848939,0,1,3,2,3
855066,0,0,4,3,0
903419,0,1,4,3,1
283278,0,2,2,2,1
335002,0,2,0,1,10
215661,0,0,1,0,0
269788,0,2,0,1,10
130538,1,1,1,2,1
484839,0,0,0,0,0
819968,0,0,5,3,1
856517,0,0,2,2,5
872340,1,0,0,0,1
663414,0,0,4,3,0
396737,0,0,4,2,2
111007,0,0,0,0,0
237419,0,1,3,1,2
837816,0,1,0,0,1
221731,0,0,0,1,0
700240,0,1,0,0,1
878711,0,2,6,2,3
351282,0,1,0,0,2
414469,0,2,3,1,0
836356,0,3,1,0,1
421561,1,3,2,1,3
418263,0,1,1,3,0
123670,1,3,2,2,5
594900,0,4,2,0,0
762590,0,1,6,4,4
638539,0,1,0,0,8
766012,0,10,0,1,6
187117,1,12,2,1,16
828503,0,0,2,1,1
165424,1,10,0,1,7
642280,0,1,1,2,0
129132,0,1,2,3,0
195212,0,6,0,1,3
108053,0,2,2,3,0
623926,0,0,1,0,0
318593,0,4,0,0,3
397340,0,2,1,0,14
589577,1,11,0,0,4
274208,0,1,4,3,1
215310,0,1,0,1,1
193150,0,0,3,1,2
889974,0,0,4,2,0
182128,0,2,0,1,1
657680,0,2,0,0,1
382498,0,2,0,0,1
822713,0,1,3,2,1
709487,0,2,2,2,2
598467,1,3,0,2,2
362525,0,1,2,1,3
303616,0,1,3,1,0
271496,2,4,1,1,2
121445,0,0,0,0,0
332270,1,3,2,3,5
229354,0,1,0,0,19
513562,0,3,2,2,0
391855,0,0,1,1,1
476578,1,3,3,2,1
186080,0,0,2,1,2
123595,0,1,3,3,4
254987,0,1,1,0,11
121439,0,3,1,2,4
349672,0,1,5,2,1
328784,0,2,0,3,0
207020,0,0,2,2,1
252041,0,1,1,0,1
171680,0,2,0,1,1
698402,1,1,3,0,5
436833,1,3,0,0,1
415982,0,0,2,1,0
894046,2,2,2,0,5
457371,0,0,0,0,0
108751,0,2,0,0,1
489100,0,2,3,2,1
409462,0,1,5,3,2
418866,0,0,3,2,2
948297,0,1,2,4,0
352348,0,2,1,3,1
719924,0,1,5,3,3
675423,0,1,1,4,0
763860,0,1,3,5,1
747403,0,0,3,2,2
170364,0,1,2,0,3
461377,0,0,1,4,0
746650,0,0,1,1,1
625923,0,1,0,0,0
219284,0,2,4,3,2
402645,0,0,3,2,2
551789,1,0,0,0,0
331036,1,3,2,1,3
978308,1,3,2,1,3
556129,0,1,1,0,2
210306,0,0,2,3,1
416147,0,1,0,3,0
374691,1,3,3,1,5
304841,0,1,5,3,5
328913,0,1,1,0,0
880360,1,2,3,4,2
822539,0,2,2,5,0
868647,1,10,1,1,11
785336,0,2,0,0,13
201683,0,3,2,1,3
457604,0,2,2,3,3
792901,2,3,2,2,2
785370,0,1,3,3,4
494413,0,3,3,5,1
854907,1,10,1,1,11
875031,0,1,2,3,2
579867,0,6,0,1,3
904418,1,3,0,0,3
466649,0,1,1,3,0
610631,0,3,1,0,1
739540,0,6,1,1,3
751238,0,0,3,2,0
687461,0,1,2,1,1
834232,0,0,2,0,0
109193,0,1,4,3,1
199123,0,3,3,5,1
623296,1,1,1,0,3
725893,0,2,0,1,10
877462,0,2,3,0,2
270519,2,2,2,1,5
488948,0,1,0,1,1
582826,0,2,0,2,3
469225,1,14,2,1,18
298525,0,0,4,3,0
999185,1,3,1,1,3
709445,0,3,1,0,1
658881,0,1,1,3,0
255811,0,2,2,2,0
622822,0,1,1,1,2
389543,1,3,4,4,4
361411,1,1,0,5,1
846744,0,1,1,0,0
996889,0,4,0,0,3
654962,0,1,3,5,1
407478,1,12,2,1,16
177322,0,1,0,3,0
671778,0,2,1,0,0
857878,0,1,3,3,5
440126,0,4,0,0,3
358957,0,3,2,1,3
566353,0,2,3,2,1
880408,1,1,3,0,5
374629,0,1,2,2,4
803781,0,2,5,4,2
447071,0,1,3,1,2
427166,0,1,3,5,1
861420,0,3,2,2,0
767859,0,1,3,3,1
976138,0,0,2,0,0
986004,0,0,0,0,0
858270,0,2,5,3,2
401928,1,3,6,4,4
439253,0,3,1,3,1
153511,1,1,1,2,1
544181,1,2,4,3,1
998025,0,0,2,0,0
151679,0,1,4,2,0
134341,0,2,4,4,2
583349,0,0,0,0,0
403744,0,2,0,1,10
504642,0,4,0,0,3
121631,0,5,2,0,4
268150,0,1,4,3,3
827382,0,1,3,2,1
765815,0,1,1,3,0
174231,0,2,0,1,1
279465,0,2,1,0,3
901882,0,0,0,0,0
816850,0,1,2,4,0
309569,1,3,2,0,4
939271,0,3,1,3,1
512016,0,3,1,0,1
762012,0,1,3,2,0
274650,0,1,2,1,1
336451,0,0,3,1,2
788421,1,2,4,2,1
607187,0,1,0,0,20
711415,0,0,2,0,0
351785,1,3,0,0,3
268160,0,2,0,1,1
644300,0,2,2,3,0
349471,1,3,2,1,3
669749,1,2,2,3,2
310428,1,0,1,0,1
150063,0,1,1,2,0
601636,0,0,0,0,0
966658,0,1,1,1,2
865830,0,2,6,2,1
189860,0,1,2,4,0
649046,1,12,2,1,15
983007,0,2,0,2,3
842889,0,2,0,1,1
783606,0,2,1,2,0
690664,1,12,2,1,15
490163,0,1,2,0,0
504164,0,3,1,2,4
265720,0,1,2,0,0
879333,0,0,2,2,1
782569,0,0,2,1,1
895201,0,2,0,0,13
264418,0,1,2,4,0
952230,1,3,2,1,3
480005,0,2,1,2,0
386153,0,0,2,0,0
669764,0,1,2,0,1
859207,0,0,0,0,0
946027,0,1,5,1,1
691424,0,3,3,5,1
883527,1,1,6,2,4
765076,0,2,0,0,1
360384,1,11,1,1,9
996205,0,0,4,1,2
249732,0,1,3,1,2
183922,1,3,2,1,3
738476,0,2,0,1,10
567731,0,0,1,2,0
869318,0,0,8,3,3
201094,0,1,1,4,0
152766,0,1,4,3,1
569754,0,0,2,2,2
616317,0,2,2,0,0
404969,0,7,1,1,4
699362,0,0,1,3,0
570816,0,1,4,4,0
652781,0,2,2,3,0
392818,0,0,4,1,2
318929,0,3,2,1,3
252884,0,2,2,3,0
785847,0,2,0,0,1
825506,0,2,5,3,2
514716,1,3,0,2,2
533497,0,4,0,0,3
155345,0,1,2,3,2
814461,0,2,2,3,3
763312,0,2,0,0,2
308239,0,1,0,0,14
294622,0,0,1,0,0
307869,0,0,0,0,0
329943,0,3,1,3,1
649566,0,1,1,3,0
931723,0,2,3,3,3
323026,0,3,2,1,0
231996,2,2,2,0,5
931079,0,0,5,2,2
812867,1,3,2,1,3
790537,0,1,5,5,0
995041,0,0,1,1,1
872944,0,0,2,1,2
648376,0,3,1,2,4
925634,1,12,2,0,15
107430,0,2,1,2,0
680277,0,3,3,5,1
945683,0,3,1,2,1
567554,0,1,2,1,2
113455,0,2,0,1,1
961638,0,7,1,1,4
405545,0,1,3,2,3
770172,0,3,5,3,3
159061,0,0,4,3,0
271057,1,1,3,1,1
795660,0,0,4,3,0
910894,1,10,1,1,14
351770,0,1,1,3,0
657558,0,2,0,1,10
633132,0,4,0,0,3
201216,0,0,1,3,0
392405,0,1,2,3,0
783611,0,0,2,3,1
844334,0,0,4,3,0
461144,0,0,0,1,0
727180,0,3,3,5,1
478513,0,0,5,1,1
328374,1,11,1,1,9
646576,0,7,1,0,8
806347,1,3,2,1,3
465448,0,1,1,4,0
627021,0,0,0,0,0
433810,1,0,0,0,0
558107,0,3,3,5,1
695357,1,3,2,3,2
326553,0,2,0,1,9
785939,0,0,0,0,0
754436,0,1,4,4,1
553535,0,0,2,4,0
550144,1,3,2,1,3
249101,0,4,0,0,3
870151,0,3,2,2,0
613640,0,0,1,3,0
917799,0,1,3,0,0
784187,1,3,2,1,3
131843,2,3,2,2,2
545292,0,0,3,1,1
543857,1,12,2,1,16
565013,0,2,0,1,1
165928,0,2,0,0,1
245088,0,7,1,0,8
742529,0,3,3,5,1
715230,0,4,0,0,3
398781,0,2,0,0,1
116003,0,2,2,3,0
723952,0,1,0,3,0
892271,0,0,3,1,1
825583,0,2,0,1,1
121139,0,4,0,0,3
969270,0,0,1,2,5
156510,0,2,2,3,2
576144,0,3,3,5,1
356513,0,0,0,0,0
250103,1,3,2,2,4
943035,0,1,3,3,2
299889,0,0,0,0,0
704413,0,0,4,3,0
504914,0,4,0,0,3
598405,0,1,5,4,3
870268,1,12,2,1,16
303937,3,3,1,2,2
637326,0,1,2,2,0
872075,1,1,3,1,1
421326,0,0,4,3,0
631590,0,1,2,0,2
892432,0,1,4,3,1
455758,0,3,2,2,1
722020,0,2,0,0,1
894496,0,1,0,1,1
411947,0,2,0,3,0
511992,0,1,2,3,1
706205,0,3,0,0,20
479159,0,2,0,0,1
396307,0,1,3,3,4
886283,0,0,2,1,2
248539,0,0,0,0,0
405386,0,1,4,0,1
119530,1,3,4,3,4
935719,0,0,1,0,0
452329,0,0,4,1,2
262185,0,0,3,2,4
851617,0,1,1,0,0
701888,1,3,1,2,2
122724,0,9,0,0,2
578581,0,2,3,1,0
910631,0,2,0,1,1
440639,0,3,1,3,1
118471,0,0,4,3,0
652060,0,0,2,1,2
533387,0,7,1,1,4
111746,1,4,1,1,3
836459,0,3,2,3,0
846602,2,2,2,1,5
186088,0,0,3,1,1
306889,0,2,2,3,0
312616,0,2,0,3,0
527396,1,1,0,5,1
672155,0,6,0,1,3
637127,2,4,1,1,2
538714,1,3,2,1,3
695391,0,0,1,2,5
190292,1,10,0,1,7
984556,0,0,1,0,0
704701,0,1,0,3,0
430089,0,2,0,1,1
506663,0,4,0,0,3
208590,0,0,0,0,0
618141,0,5,2,0,4
607448,0,0,1,0,0
363553,0,5,2,0,3
387576,1,14,2,1,14
243690,1,3,1,0,5
777800,0,0,2,0,0
172603,0,1,4,2,1
193757,0,1,1,4,0
611902,0,0,2,1,2
357838,0,7,0,1,4
436471,0,2,0,1,10
619485,0,6,0,1,3
457297,0,0,2,3,0
508400,0,2,3,1,0
342248,1,1,2,1,3
319810,1,3,3,3,5
874490,0,0,4,1,2
942346,0,1,4,3,1
982740,0,0,1,0,2
889488,1,3,0,0,3
262909,0,2,2,3,3
770484,1,8,0,0,3
327449,0,1,3,3,1
385246,0,0,0,1,1
289852,0,1,1,0,2
447298,0,1,1,0,1
444214,0,2,3,2,1
441010,0,3,1,3,1
775481,0,2,1,2,0
527036,0,1,0,2,0
221895,0,3,1,2,1
455042,1,1,1,1,3
936883,0,1,2,4,3
926196,0,1,0,0,10
206545,0,1,2,4,0
294452,0,4,0,0,3
659003,0,5,2,0,4
551718,0,0,0,0,0
814032,0,2,0,1,10
273160,0,0,2,1,2
728651,0,2,0,1,1
534198,1,4,1,2,1
783057,0,0,1,2,5
771204,1,8,0,0,3
303606,0,1,4,4,3
501161,1,10,1,1,13
259477,1,3,2,1,3
737737,0,0,3,1,0
357632,1,12,2,0,15
437686,0,3,2,2,1
933120,0,0,4,0,1
996772,0,2,0,3,0
558480,0,2,0,1,10
115029,0,1,3,1,2
599603,1,1,5,2,4
520882,0,1,7,2,2
324761,0,2,0,1,1
563860,1,1,0,0,0
232920,0,0,4,1,1
442391,0,0,3,1,0
862945,0,0,4,3,0
638716,0,0,1,0,0
828221,0,2,2,3,0
325408,0,1,3,1,2
286883,0,0,2,4,1
368103,0,0,7,5,3
655916,0,1,1,0,0
477207,1,4,3,4,1
528522,0,0,1,3,5
433465,0,0,2,3,1
393745,0,0,3,2,1
430855,1,2,4,3,4
164233,1,1,4,3,1
956018,0,2,2,3,3
490854,1,9,0,2,11
866844,0,1,0,1,2
987655,3,3,1,2,3
384804,0,6,0,1,3
779271,0,7,1,1,4
390103,0,0,1,2,0
977023,0,1,0,0,8
815366,0,1,3,1,2
656967,2,3,2,2,2
718020,0,1,1,1,2
797092,0,1,2,2,2
116823,0,0,3,1,2
769451,0,0,2,0,1
498288,0,0,0,0,0
223782,0,0,2,2,1
628107,0,1,3,5,1
853126,0,3,3,5,1
573470,0,2,0,1,1
561030,0,0,1,0,0
107179,0,3,0,0,19
387692,0,0,2,0,0
894062,1,3,2,1,3
331854,0,0,0,0,1
997671,1,3,2,1,3
315321,0,0,2,3,1
401782,0,0,0,0,0
256270,0,1,2,3,0
523555,0,0,1,0,0
148007,1,0,1,1,3
684914,0,0,1,3,0
661037,1,10,1,1,11
261552,0,3,1,2,4
916869,0,1,2,1,1
658271,0,0,0,0,0
740496,0,2,0,1,10
735680,0,0,0,0,9
778182,0,0,3,2,4
151424,1,10,1,1,11
887260,0,0,0,0,0
959552,0,3,3,5,1
979980,0,1,2,1,3
102451,0,2,2,2,1
114019,0,1,2,2,4
362754,0,1,0,1,1
692759,0,0,2,2,2
275724,1,2,7,4,5
876147,2,4,1,2,2
747445,1,3,0,2,2
744337,0,1,3,4,4
398180,0,1,2,2,2
741958,1,3,7,4,6
823607,0,0,1,1,0
509378,0,0,3,1,2
616804,0,0,2,1,2
518870,0,2,2,4,3
845772,0,7,1,1,4
118939,1,3,2,1,3
187484,0,1,2,4,0
707806,0,6,0,1,3
726045,0,0,0,1,1
501449,0,2,3,3,4
938933,0,2,0,0,1
551304,0,0,5,1,2
834666,0,3,3,3,1
255212,0,0,4,2,2
759425,0,1,0,3,1
927874,0,0,0,0,0
198553,0,0,2,0,0
948993,0,1,0,0,9
220472,0,0,3,2,2
768473,0,2,0,0,19
591958,0,1,1,1,2
336142,1,0,0,0,0
549431,1,4,3,2,1
697237,0,1,7,4,2
235318,0,1,1,3,0
348386,1,3,0,0,3
883681,1,0,2,1,2
556904,1,11,0,0,4
597014,0,1,1,0,11
971121,1,3,3,5,2
891099,0,4,0,0,3
442956,0,2,2,2,3
634616,0,1,2,3,0
659428,0,0,1,1,1
353532,0,0,0,0,0
515546,0,0,0,0,0
608253,1,3,2,3,5
845360,0,2,0,3,0
781745,0,2,0,1,1
808472,0,2,1,2,1
776118,0,0,4,3,1
433453,0,0,2,3,1
236126,2,3,2,2,2
277632,0,1,0,1,2
323967,0,1,3,1,1
438012,0,1,3,2,3
599641,0,3,0,0,20
807880,0,1,4,3,1
268148,1,3,2,1,3
260275,0,0,0,0,0
236006,0,0,0,0,0
416830,1,0,6,2,2
648723,0,0,1,1,0
219177,0,6,0,1,3
684559,0,6,1,1,3
391081,1,0,0,0,0
959655,0,2,1,0,12
749982,2,3,2,2,2
791689,0,5,0,0,15
759886,0,3,3,3,2
794828,1,3,0,0,3
752539,1,10,1,1,11
830303,0,3,1,3,0
396368,0,0,0,1,1
391902,2,3,2,2,2
924809,1,0,1,0,1
247589,1,2,2,3,3
374429,0,0,2,3,1
123568,0,1,3,2,3
137560,0,6,0,1,3
132914,0,2,2,4,0
438138,1,3,2,1,3
676475,0,3,2,3,0
957500,1,12,2,1,15
204041,0,1,0,1,2
223537,0,0,0,1,0
875874,0,0,0,0,0
937653,0,0,0,0,0
925465,1,10,1,1,14
452940,0,2,2,3,4
688996,0,0,2,1,1
893339,1,3,2,1,3
877057,0,1,1,2,0
999123,1,2,7,4,5
522025,0,2,0,0,2
184280,0,2,0,1,1
950336,0,0,0,0,0
473423,2,2,2,0,5
740536,0,1,0,0,1
953696,0,5,2,0,4
716773,0,3,2,1,3
669451,0,1,2,1,0
375972,0,0,0,0,0
820620,0,1,4,5,2
370209,1,3,2,1,3
311050,1,1,3,1,1
606317,0,1,1,3,0
879007,0,0,2,1,1
593364,0,1,3,1,2
100784,0,0,3,2,2
293387,0,2,0,1,1
313432,1,1,1,3,3
980070,1,0,0,1,0
669868,0,5,2,0,4
444330,0,2,1,4,4
575867,0,1,0,0,1
671019,0,0,0,1,0
406310,0,7,1,1,4
416401,0,0,1,2,5
175000,0,3,2,1,3
308032,0,2,0,1,10
704169,0,0,2,3,1
259134,0,1,2,3,0
843686,0,1,4,3,3
310674,0,0,0,0,0
762939,0,1,1,4,0
726218,1,2,4,2,0
322984,1,0,2,3,2
300114,0,3,2,3,0
232939,0,0,1,1,0
792375,0,0,3,2,0
425182,1,3,0,0,3
227795,0,2,0,0,2
332485,0,1,1,0,0
804621,0,1,2,1,0
619674,0,1,1,0,0
473577,0,10,1,0,5
775894,0,2,0,3,0
662844,0,1,0,0,0
150089,1,3,4,3,4
481515,0,1,1,1,0
502451,1,0,2,1,1
820683,0,2,2,3,0
668811,0,0,2,1,2
443344,0,0,2,0,0
874789,0,4,3,1,0
160335,0,3,1,0,2
715093,0,1,3,2,1
369357,0,0,1,2,5
814553,0,1,3,1,2
237993,0,2,4,3,2
707660,0,0,7,5,3
386110,0,1,1,0,2
881675,1,4,2,3,1
898910,0,1,3,1,2
958858,0,0,2,1,0
191710,0,9,0,0,2
954368,0,0,2,3,1
312910,0,2,1,2,0
595015,0,0,0,0,0
481924,1,2,2,1,2
191588,0,2,0,3,0
352539,0,2,1,2,0
667685,0,1,3,5,1
292441,0,0,3,2,1
929640,0,0,3,2,2
178851,0,1,1,3,0
784858,1,10,1,1,13
905235,0,0,5,3,1
428439,1,3,0,0,1
135558,1,0,1,0,1
483194,1,2,7,4,5
961132,0,2,0,0,2
594164,1,5,3,1,5
507880,0,0,0,0,0
335638,0,9,0,0,2
657830,1,0,1,3,0
744597,1,10,1,1,14
124051,0,1,0,0,2
729512,0,2,3,3,3
979476,1,12,2,1,15
322266,0,0,2,0,0
277589,0,2,3,2,3
949554,1,3,2,1,3
353599,0,0,0,0,0
185326,0,2,0,1,1
188126,0,2,0,0,1
117236,0,2,1,3,0
799812,1,4,0,0,3
891381,0,2,0,1,1
322625,0,1,0,0,11
284094,0,2,0,1,1
195178,1,0,1,0,1
713870,0,0,6,2,2
990798,1,0,4,1,4
970975,1,1,3,3,1
346341,0,1,0,0,2
102609,0,1,0,3,0
754418,0,3,3,5,1
543399,1,0,2,1,3
358092,0,0,0,0,0
594302,1,2,2,3,2
661423,1,3,2,1,3
952245,0,3,2,3,1
958985,0,5,1,0,5
199009,0,6,0,1,3
691327,0,1,3,2,1
972375,0,3,0,0,20
605681,0,0,0,0,9
109366,0,0,4,2,2
815055,0,1,6,1,2
151699,0,2,4,4,2
145876,0,1,3,1,2
588619,0,9,1,0,3
925383,0,0,0,1,0
140317,0,1,2,1,0
632971,0,0,3,3,1
980323,0,3,3,5,1
510414,0,1,4,4,2
857160,0,2,0,1,1
624670,0,1,3,2,1
528144,0,0,3,3,1
932096,0,2,0,0,1
516027,0,3,2,2,0
944106,0,0,2,1,2
635651,0,1,1,4,0
725164,0,1,2,1,0
422151,0,3,4,4,3
470368,0,2,3,1,0
232254,0,2,4,3,5
405593,0,2,1,2,0
643349,0,2,0,1,10
808151,0,1,3,3,4
158816,0,2,2,2,1
907302,0,1,1,1,0
879499,0,2,2,2,1
235568,0,1,7,4,2
769901,0,5,2,0,4
968151,0,1,3,1,2
875002,1,10,0,1,7
683818,0,4,0,0,3
661286,0,2,1,4,2
300015,0,1,0,0,0
738562,0,2,0,0,2
847337,1,0,3,1,1
631542,0,0,1,0,0
676542,0,1,4,4,2
266525,0,2,3,1,0
476726,0,1,4,1,1
545282,0,1,1,0,0
785369,0,3,3,5,1
789739,0,0,0,0,0
224870,1,1,3,3,1
844483,0,3,3,5,1
309713,0,1,1,3,0
578891,0,5,2,0,4
664159,1,3,2,1,3
281415,0,1,2,0,3
174834,0,2,0,1,1
177163,0,0,1,3,5
655370,0,2,0,0,1
753969,0,0,0,1,0
832700,0,1,3,2,3
237842,1,3,2,4,4
787389,0,0,4,3,0
527420,0,1,3,1,2
457911,1,3,2,1,3
894007,0,1,2,3,0
552237,1,3,2,3,6
828020,0,4,2,3,0
907920,0,2,0,0,2
996561,0,4,0,0,3
941599,0,0,4,3,1
437098,0,1,2,2,3
676980,0,2,2,1,0
463164,0,2,1,2,0
367870,0,2,1,2,1
344901,0,3,1,3,0
839258,0,6,0,1,3
552261,0,1,7,4,2
840364,0,2,1,1,12
997489,1,3,2,1,3
686629,0,7,1,1,4
404346,0,2,0,0,1
549115,0,3,3,1,0
123745,0,0,2,0,0
496344,0,3,1,0,1
283883,0,0,2,3,1
261985,1,0,0,0,0
868149,0,2,3,3,1
434106,0,0,0,0,0
185942,0,0,2,1,2
716015,0,2,1,2,0
283567,0,1,3,2,3
614838,0,0,1,1,1
229594,0,1,0,0,2
503533,0,2,0,3,0
635604,0,1,4,4,1
300963,1,10,1,1,11
178322,1,10,1,1,14
566829,0,1,2,1,1
850744,1,11,1,1,9
120716,0,0,2,3,1
833751,0,2,2,2,1
595391,0,1,1,3,0
768672,1,0,5,3,4
630988,0,1,0,0,13
814160,0,0,1,0,2
405242,0,1,0,0,1
792189,0,1,1,3,0
135468,1,3,2,1,3
828653,0,0,0,0,0
167385,0,2,5,2,2
170675,0,0,2,0,0
329472,0,0,0,1,0
760278,0,0,1,3,5
249120,0,3,1,3,0
834159,0,0,1,2,5
961253,1,12,2,1,15
135249,0,0,3,4,1
186305,0,2,1,2,1
841128,0,1,0,0,2
916991,0,0,2,2,1
289421,0,1,0,0,1
762096,0,3,2,1,3
324953,0,1,3,2,1
713246,0,3,1,2,1
870275,0,2,0,1,1
155047,0,1,3,3,0
959405,1,2,3,1,1
341097,1,3,2,0,4
676481,1,2,0,0,0
909424,0,3,1,0,1
211308,1,12,2,1,15
388114,0,4,0,0,3
147381,1,3,2,2,4
515952,0,2,0,1,10
268433,0,6,1,1,3
619066,0,9,0,0,2
784794,0,1,2,1,3
246813,0,2,1,2,1
213179,1,3,2,1,3
632347,0,1,1,0,1
685653,1,1,5,2,3
