listing_id,distance_to_closest_station
796665,0.5066219800421733 km
185696,0.5409213526476784 km
258554,0.4929715955561046 km
925185,0.6295446924856996 km
576684,1.0980808540674054 km
458448,0.2842594621805617 km
749277,1.0446369648364418 km
394528,0.1500074147987568 km
300530,1.6140511063085539 km
474692,0.6358118208375146 km
456292,0.40157611754775385 km
217066,0.13895388054708685 km
516109,0.6185757901932079 km
873511,0.2942496948556939 km
647066,0.4552585633551962 km
777054,0.4467808234585281 km
567830,1.2959899171278801 km
628749,1.3152564309450319 km
154300,0.20319625352963472 km
729170,0.579376786957462 km
967945,1.3612754611200266 km
735105,0.7264748826195647 km
782605,0.2616725943696553 km
688083,1.2945085844801834 km
871301,0.781470372064672 km
688852,1.7288950279847584 km
845796,0.6683726614484303 km
321635,1.004334362688301 km
254828,0.3073636838299941 km
860316,0.7391281325817275 km
963303,0.5088539474978847 km
307676,0.8548832105773491 km
654180,0.4467808234585281 km
950684,0.34378977810103667 km
403886,0.6582504412820122 km
704166,0.131100700147655 km
860847,0.5253025170698644 km
805693,1.7380604759295024 km
278471,1.4645835301055572 km
904110,1.0092039114545892 km
905154,1.2945085844801834 km
930812,0.11274715460312253 km
952010,1.6293774336794238 km
473629,0.24587733330909164 km
854181,2.0798083040603594 km
577299,1.8318255986521625 km
726337,0.3637471201913709 km
675671,0.7422298115143062 km
359735,0.7189636793932757 km
834566,1.2780516573121228 km
604837,0.30550790287815166 km
682776,1.3308790671827615 km
657194,0.6253777380106147 km
343449,0.7941134870956951 km
329006,0.27302762662285196 km
194033,0.3073636838299941 km
425689,1.7415144232003283 km
396412,0.6607825191189626 km
476510,2.000802344647434 km
101467,0.7294629908316825 km
678465,0.572706221283783 km
978449,0.27950078133522177 km
577167,0.9354159473160131 km
591721,0.6287743396021709 km
682967,0.9392893984090811 km
144481,0.27302762662285196 km
428810,0.4808871344269674 km
239235,0.7079100727371352 km
503053,0.1500074147987568 km
555646,1.9209920131683373 km
975358,2.689461687164013 km
561672,0.29160247650059123 km
344043,0.8105685640999296 km
943259,0.6651709066528904 km
650867,0.5116577065758585 km
328906,1.7056576685821838 km
589682,0.2616725943696553 km
627445,1.3375389647752884 km
747376,0.6257208424969687 km
621863,0.44263121763298907 km
113523,0.4182196324806153 km
449752,1.3304479014905077 km
861819,0.42884199227577974 km
140661,0.45878337054281526 km
803253,0.6587041588704169 km
685286,0.8953414603587453 km
980551,0.7597008366027064 km
211514,0.8105685640999296 km
146049,0.2878281727897157 km
238804,0.7422298115143062 km
240821,0.7925974713284755 km
573907,0.7238853301692189 km
540872,0.131100700147655 km
386698,1.3308790671827615 km
964686,0.8115881112168519 km
623685,0.47777628822549717 km
826212,0.4256154629026276 km
343419,1.2945085844801834 km
421857,0.7422298115143062 km
925825,0.33302676320070473 km
872537,0.8478105213643073 km
232950,0.7851994321263621 km
319023,0.5438067112799018 km
312670,0.8439455124439295 km
569851,0.4552585633551962 km
458413,0.8778032681126356 km
903156,0.8701061103421246 km
750306,0.6127716634868393 km
886198,1.3509984368971268 km
419906,0.14006135628986122 km
389012,1.3132937883423554 km
772527,0.6332097585017259 km
629765,1.3142441977446058 km
150994,0.40999424448563876 km
632284,0.13895388054708685 km
238719,0.4552585633551962 km
165046,0.7576670200424703 km
906663,0.793640843026821 km
367839,0.40157611754775385 km
505617,0.5253025170698644 km
132187,0.8710032082705079 km
176697,0.5369476580454945 km
928079,1.7415144232003283 km
618014,1.1582935311677576 km
542156,0.7010207653058774 km
115293,0.559117558526733 km
263297,1.2945085844801834 km
224347,0.6664229378534227 km
409813,0.13895388054708685 km
139984,0.4552585633551962 km
553191,1.0446369648364418 km
408637,0.370021699633321 km
697316,0.579376786957462 km
987101,0.9729363975140353 km
216777,1.0780807405626058 km
523866,0.6152299317332405 km
825774,0.793640843026821 km
449463,0.3180746699026407 km
806094,0.6569235719289843 km
304747,0.4016684208149858 km
404192,0.579376786957462 km
515178,0.1500074147987568 km
288458,2.470690907999986 km
476073,0.4111586785889428 km
300960,0.7974345817442698 km
538890,0.7505284373171607 km
753665,0.572706221283783 km
665460,1.3005477352431747 km
532734,0.30060540920682005 km
440474,2.0625688906988477 km
729970,0.6744228803954166 km
770869,1.106569290305258 km
389912,0.7365710314149378 km
162633,0.6506060979718524 km
639363,1.2047974133672796 km
364629,0.40157611754775385 km
701109,0.36862383821367556 km
606976,0.6569235719289843 km
612189,0.27302762662285196 km
540069,0.6840184237106336 km
335173,0.7238853301692189 km
862265,0.44263121763298907 km
536282,0.4258435383344 km
927468,0.8081219564094481 km
397088,0.44263121763298907 km
414219,0.6569235719289843 km
593757,0.44263121763298907 km
897299,0.1500074147987568 km
847955,0.7238853301692189 km
222456,1.040118270179852 km
323637,0.13895388054708685 km
846268,0.7484908474967783 km
312176,0.4611205620371338 km
689605,1.0469908817019946 km
280744,0.27302762662285196 km
704950,2.098668693648642 km
355771,1.0491792307733914 km
892036,0.7238853301692189 km
985173,1.398764247404081 km
277315,1.6959052811393718 km
428880,0.34403173505905293 km
706784,1.2945085844801834 km
138111,0.7422298115143062 km
521282,0.579376786957462 km
347243,1.5215719561284786 km
730123,0.27008653391145593 km
593333,1.2481379167309066 km
267086,0.40060816971559593 km
197706,0.7294629908316825 km
791772,0.7094877267016392 km
942811,1.498834962353159 km
834895,0.6569235719289843 km
571755,0.15130564063615806 km
360680,0.32071447004720255 km
960696,0.5804040777144618 km
777793,0.5424925069557541 km
860313,3.3708276560228265 km
784322,0.6569235719289843 km
541493,0.7238853301692189 km
732871,0.8757565743703695 km
268442,0.6758048793943681 km
296298,1.3089753038421577 km
187734,0.4805880123862 km
245889,0.4137561985541751 km
489722,0.6166396945823139 km
937267,0.9040641497394813 km
335260,0.27950078133522177 km
360410,0.3777634958915725 km
320892,2.737376243019738 km
793409,0.3073636838299941 km
690282,0.2616725943696553 km
421004,1.9577266766229646 km
333756,0.5730458712668569 km
591513,0.5814536509229182 km
602285,0.5179826508101387 km
111006,2.0536231920490144 km
362611,1.3231555635596324 km
173522,1.0427064658467926 km
418098,0.5162617366717286 km
352792,0.46840788678984 km
587448,0.15182281251994956 km
602378,0.8287237220493657 km
721232,0.3073636838299941 km
778165,0.2676586644813652 km
385361,0.1400529564309575 km
855107,0.36457275539031114 km
147860,0.3073636838299941 km
315058,0.385853617581985 km
622707,0.4639055150618189 km
788644,0.12863612754544207 km
444975,0.4180677287476123 km
347200,0.5038926041066122 km
871686,0.24077557601085436 km
803969,0.34378977810103667 km
174561,0.9636008233167583 km
412249,0.6136113850158564 km
587054,1.0838960293793114 km
373296,0.0970190288930076 km
145248,0.46116819817325083 km
156175,0.62660281766226 km
310892,0.5916992802783514 km
445070,0.38113120937341605 km
325256,0.46209388161135534 km
411500,0.5177284540430483 km
411733,0.793640843026821 km
103810,0.9771979653557551 km
744636,0.36862383821367556 km
433705,1.7380604759295024 km
645400,0.20319625352963472 km
191332,0.09464806188728354 km
609139,1.899653406099571 km
733750,0.8268954246882283 km
201050,0.789892755035463 km
180555,0.9136200475258736 km
624871,0.4552585633551962 km
117664,0.1500074147987568 km
796470,0.7422298115143062 km
259595,0.4931091649679347 km
499109,0.599763744494919 km
222281,0.5066219800421733 km
824220,1.5337474734688419 km
283252,0.3707026199232708 km
901500,0.207213286522707 km
404325,1.2488614162409126 km
878537,0.24874245880687038 km
225753,1.2945085844801834 km
286419,1.22863333021925 km
930752,1.3639655604915737 km
458162,2.0536231920490144 km
225402,0.4910879548443457 km
373083,0.48122402014340254 km
118675,0.594826435318337 km
594511,0.21044395082647213 km
151764,0.6953734770388545 km
430588,0.9328854204975165 km
913701,0.20075804318106266 km
486189,0.3548022182799783 km
336716,0.2878281727897157 km
607817,3.1399636270410554 km
787390,1.253713752970859 km
782002,0.5890752348624915 km
762604,0.793640843026821 km
195527,1.004334362688301 km
750105,0.10811035079559576 km
255817,0.6236024713721644 km
250371,0.8565581723961228 km
278266,0.9354159473160131 km
670915,0.3548022182799783 km
989786,0.5179826508101387 km
569912,1.4737773012957698 km
848961,0.787223951022674 km
686554,0.4041996469507995 km
763213,2.0241877180551135 km
771872,0.6905092470902949 km
442038,0.20888980058891438 km
367696,0.5767699117207717 km
926919,2.856093159102872 km
956253,0.3459798192088288 km
315610,0.23215820824465525 km
466893,0.7925974713284755 km
706847,0.3299329169256995 km
588893,0.568792706074641 km
784825,0.7238853301692189 km
894248,0.9354159473160131 km
254762,0.7523291653858079 km
527860,1.253713752970859 km
328194,0.8105685640999296 km
903084,0.6582504412820122 km
686201,1.9577266766229646 km
316140,0.8105685640999296 km
343375,0.40299386101618945 km
927226,1.3753321438073043 km
523093,0.5444356435921229 km
810084,0.4182196324806153 km
299915,0.27950078133522177 km
536551,0.9795600966277638 km
259104,0.27302762662285196 km
459509,0.6569235719289843 km
907026,0.11761898104189976 km
536544,1.204437180723984 km
681655,0.7851994321263621 km
149082,0.38113120937341605 km
339985,0.22466357533704032 km
730590,0.7168987720026906 km
296469,1.1338177276222747 km
872306,0.29160247650059123 km
518522,1.8173402278327215 km
916149,0.9492700656239291 km
645956,0.8984646508647993 km
349277,0.0957583540516198 km
968394,0.44047448111756904 km
913104,1.1886729725984573 km
517023,0.7422298115143062 km
973834,1.2159686590129954 km
667930,0.374232659112074 km
417475,0.7422298115143062 km
969757,1.629259011399829 km
904330,0.7106914632886626 km
507575,0.5429493450799642 km
251990,0.6850672324686935 km
844977,0.4962819642090569 km
583339,0.39169994268268077 km
456720,0.5424925069557541 km
785621,0.4490000816384242 km
305569,0.9492700656239291 km
579485,0.02716161738301841 km
388330,2370.557627125421 km
167021,0.579376786957462 km
577729,0.7238853301692189 km
606217,0.7597008366027064 km
680791,1.3421317139270292 km
926246,0.5167871341110595 km
175932,0.6563597169984283 km
290991,1.2481379167309066 km
470038,1.5959566353400405 km
868952,0.6253777380106147 km
389700,0.7422298115143062 km
534407,0.5704068385340811 km
909257,0.1730525105290903 km
744469,0.5431684822562616 km
517904,0.4722009429825782 km
381649,1.0691193024041485 km
624550,0.4299087183301202 km
552013,0.6166396945823139 km
177032,0.5984384676636751 km
776799,0.4515826815788837 km
706500,0.62177184278007 km
442541,0.5424925069557541 km
395472,0.7851994321263621 km
773968,0.6889108713047517 km
973907,0.8701061103421246 km
379230,0.7294629908316825 km
224224,0.7170592521148699 km
894339,0.15182281251994956 km
556729,0.9048855343486097 km
281446,0.5231096970073361 km
683321,0.6664229378534227 km
556422,0.5890618452217945 km
113151,0.7422298115143062 km
514805,0.45166852055739204 km
401956,1.3612754611200266 km
820981,0.30309058529472116 km
852473,1.253713752970859 km
292855,0.7732068727620411 km
930743,0.08685945404776581 km
308897,0.3598065623748821 km
814942,0.18567167811446203 km
654027,0.48386378491647053 km
917080,0.26095578485084275 km
158075,1.3304479014905077 km
641453,0.3588038362775357 km
754910,2.0241877180551135 km
945211,0.7238853301692189 km
716113,0.7422298115143062 km
387887,0.4552585633551962 km
751759,0.8150300818168881 km
719635,1.7954122651002071 km
672296,1.3612754611200266 km
639802,0.5515489384672246 km
665728,1.2036508986569403 km
743844,1.230293662008999 km
846137,0.7238853301692189 km
933783,0.793640843026821 km
478149,1.4897554135656934 km
530062,0.6569235719289843 km
471526,0.8198079626588775 km
158084,0.6193270947610363 km
310140,0.47252340527191317 km
829429,0.6978493972611598 km
126945,0.11761898104189976 km
880832,0.7238853301692189 km
658340,0.3073636838299941 km
123875,1.7650542340792954 km
588925,0.969396354856356 km
713819,0.6500053842376136 km
782063,0.4595545234441455 km
766919,0.5179826508101387 km
305506,0.9843803670650313 km
289999,0.26480405446941435 km
151147,0.7238853301692189 km
465548,0.5197622567604148 km
215213,0.9040641497394813 km
902861,0.5573112967580113 km
620110,0.8153981376910714 km
626268,0.46335405135352603 km
558723,0.8459993513657065 km
189850,0.8835008917383832 km
955451,0.5573112967580113 km
417339,0.8226241517392676 km
388013,1.4482654220574638 km
925757,0.7597008366027064 km
420909,0.370021699633321 km
918717,0.3073636838299941 km
545707,0.6989562041454213 km
279627,0.8331307132151159 km
450036,0.1837976434405421 km
892600,1.0864051624974134 km
985898,0.7238853301692189 km
638831,0.5554969653126711 km
796495,0.3548022182799783 km
262908,0.5706174172311359 km
569774,0.2878281727897157 km
887322,0.29160247650059123 km
260291,0.5424925069557541 km
583056,0.48876182696711673 km
549258,0.2759380426218948 km
176635,0.5431684822562616 km
500250,0.3073636838299941 km
769379,0.6582504412820122 km
190440,0.9771979653557551 km
186401,0.5424925069557541 km
623269,0.2616725943696553 km
959754,2.424652652568955 km
768557,0.11903930642246727 km
497173,0.7422298115143062 km
293969,0.6072766732433635 km
529361,0.7422298115143062 km
783424,0.6358118208375146 km
691562,0.964052185421829 km
391847,0.9508491048745977 km
569796,0.996931675351923 km
741185,0.7294629908316825 km
165854,0.19788324575000077 km
574894,0.47663490544742443 km
129784,0.3588038362775357 km
226183,0.6108304245876338 km
821655,0.7169856145370223 km
604728,0.8655696091069289 km
253939,3.98307498966963 km
809892,0.599763744494919 km
815951,0.13895388054708685 km
801591,1.3605111768913047 km
798967,1.6255565489245674 km
859940,1.783988192522945 km
299494,0.2616725943696553 km
492066,0.9712609462957428 km
714319,0.5429493450799642 km
292879,0.6506060979718524 km
225756,0.42213069189861074 km
604034,1.0811444114623903 km
762651,0.6664229378534227 km
676055,0.3361841820042558 km
712327,0.7989875985786029 km
670332,0.24077557601085436 km
633561,0.5879422912706865 km
190628,0.8431683064205554 km
825497,0.7238853301692189 km
745161,0.6569235719289843 km
333181,0.6989562041454213 km
553601,0.7855512461961511 km
592361,0.4910879548443457 km
687282,0.6225172128765937 km
454068,0.5066219800421733 km
649104,0.9771979653557551 km
730247,0.33302676320070473 km
612707,0.49464538495310345 km
885907,1.3466169336938063 km
690183,0.3236008293043683 km
949116,0.8287237220493657 km
911169,0.03348523909813679 km
514212,0.6526463551546852 km
570598,1.4482654220574638 km
825974,0.4182196324806153 km
618027,1.6127827942366486 km
698209,1.2780516573121228 km
783694,1.1502998078602287 km
458774,0.4916153345643586 km
984984,0.13895388054708685 km
314185,1.4085232905904048 km
718481,0.4467808234585281 km
340440,1.2481379167309066 km
562875,1.1760848287538193 km
671691,0.22671231183528567 km
529617,0.6989562041454213 km
733135,0.6612797150227135 km
678013,1.2472004051427001 km
485439,1.156926466311573 km
266568,1.3612754611200266 km
580335,0.24874245880687038 km
498963,1.3612754611200266 km
307804,0.7656631056189656 km
198296,0.8268954246882283 km
644616,0.594826435318337 km
148481,0.5431684822562616 km
421053,0.14006135628986122 km
338078,0.8701061103421246 km
911803,1.8743441684853328 km
720004,0.9207044477723397 km
908223,0.3619036622759651 km
445735,0.4552585633551962 km
651501,0.6857652574209343 km
960846,1.9154403614194455 km
732903,0.3493961926189739 km
625080,0.5432914296591 km
753201,0.9235758362690228 km
689885,1.3612754611200266 km
910808,0.5227287362313864 km
977387,1.5337474734688419 km
176585,3.3097719485607233 km
577757,0.46209388161135534 km
329072,0.48122402014340254 km
134178,2.000802344647434 km
348651,1.7380604759295024 km
687447,0.05763943001331201 km
539577,0.6225172128765937 km
411430,0.33207014195244877 km
716470,1.4146214580507437 km
640864,0.9354159473160131 km
959869,0.4929715955561046 km
757132,0.5573112967580113 km
248071,0.245468920686188 km
744441,0.46878662733497667 km
615019,3.1399636270410554 km
751526,1.1173802050714485 km
328418,3.322068659456776 km
722283,0.6324231391206265 km
793279,0.9040641497394813 km
317374,2.0536231920490144 km
346069,1.4918413508200052 km
925062,0.5444356435921229 km
257899,0.28120610110971755 km
875487,0.6389408679276324 km
815042,0.18547228262273216 km
870842,0.42213069189861074 km
561954,1.7485044322138392 km
265512,0.4299087183301202 km
670898,0.8533632281759795 km
759220,0.5444356435921229 km
229069,0.3588038362775357 km
769805,0.7043525238552687 km
902256,0.20882792494028765 km
542233,0.4718342449694789 km
585961,0.4933313104142698 km
409706,0.7238853301692189 km
739352,0.6989562041454213 km
898815,0.1317931522534801 km
377988,2370.557627125421 km
242629,0.29160247650059123 km
212324,0.3236008293043683 km
884204,0.6664229378534227 km
288146,1.3306122447861226 km
607818,0.40299386101618945 km
622566,0.15182281251994956 km
523879,2370.557627125421 km
766690,2.5384641707857183 km
774872,0.40060816971559593 km
862489,0.969396354856356 km
610100,1.6368675451780905 km
309526,3.3708276560228265 km
880519,1.489937999228665 km
394526,0.9040641497394813 km
948289,2.286669503467111 km
545735,0.9659594368387157 km
886577,0.858620788917488 km
290246,0.7238853301692189 km
148435,0.8701061103421246 km
685290,1.2481379167309066 km
297930,2.0536231920490144 km
669910,0.9006417652799763 km
660019,0.6506060979718524 km
414534,0.5062877543860568 km
211412,1.6644602354436329 km
111177,0.8324524791488742 km
264308,1.3998030148609344 km
643396,1.6717339928339003 km
948660,0.9040641497394813 km
151929,0.5055335101028332 km
582811,1.3913854418265565 km
326806,1.0441306003529551 km
465089,1.872542660693869 km
771611,0.43430500983810016 km
357259,0.8003172729668045 km
702448,0.3109708694451854 km
771056,0.1500074147987568 km
363005,0.9040641497394813 km
431082,0.42213069189861074 km
710020,0.42213069189861074 km
201582,0.13895388054708685 km
542487,1.1111524960788022 km
465707,0.3299329169256995 km
561454,1.5580943235844675 km
165057,1.6127827942366486 km
448357,0.3548022182799783 km
883173,0.6587041588704169 km
822550,1.106257095960659 km
150072,2.286669503467111 km
172661,0.43878215980963925 km
398125,0.46209388161135534 km
498146,0.48869851440470563 km
582641,0.5431684822562616 km
404406,0.7597008366027064 km
677920,0.7288715324450787 km
422140,0.42213069189861074 km
229656,0.131100700147655 km
794557,0.5983239312440177 km
281591,1.0453346499496627 km
312788,2.000802344647434 km
918481,0.03348523909813679 km
889255,0.8070597684602798 km
997603,1.704789371286052 km
388482,0.6389408679276324 km
185156,0.4552585633551962 km
108557,0.370021699633321 km
916056,0.3073636838299941 km
803481,3.0388851637468157 km
461653,0.33179708247386736 km
383334,0.5528931967120545 km
475759,0.505860916799504 km
136902,0.8367794750967716 km
180560,0.8548832105773491 km
988428,1.440107076967755 km
105995,0.2608226439139703 km
564704,0.6569235719289843 km
589182,0.3548022182799783 km
151788,0.1500074147987568 km
595653,0.3795272678679519 km
438499,0.24874245880687038 km
185302,0.22466357533704032 km
593384,0.46209388161135534 km
886979,0.5573112967580113 km
986226,0.7422298115143062 km
814637,0.14870546302085158 km
967336,0.6569235719289843 km
870726,0.4182196324806153 km
802003,0.7106914632886626 km
416159,0.579376786957462 km
865443,1.126744465490376 km
455444,0.9354159473160131 km
842255,0.18121716540199617 km
870749,0.5615782888963207 km
488244,0.7238853301692189 km
883695,1.2134900708629086 km
432458,0.793640843026821 km
665707,0.2563384725152021 km
621688,2.286669503467111 km
262128,0.11761898104189976 km
392524,0.8703140367489905 km
101491,0.8268954246882283 km
603721,1.253713752970859 km
127991,0.3035766995772331 km
848939,0.9784868067882055 km
855066,1.2945085844801834 km
903419,0.5088539474978847 km
283278,0.4910498967950671 km
335002,0.7294629908316825 km
215661,1.3304479014905077 km
269788,0.7294629908316825 km
130538,0.8548832105773491 km
484839,1.6681562339482172 km
819968,1.5714894959663497 km
856517,1.0546925848672375 km
872340,1.9577266766229646 km
663414,1.1844512956491602 km
396737,1.2880177609131742 km
111007,2.856093159102872 km
237419,0.7599262036940184 km
837816,0.48122402014340254 km
221731,1.3800686799653328 km
700240,0.5495480814616676 km
878711,0.6047778825539133 km
351282,0.374232659112074 km
414469,0.7280677401146133 km
836356,0.370021699633321 km
421561,0.2852976427556986 km
418263,0.579376786957462 km
123670,0.5770931513297651 km
594900,0.3433346621913081 km
762590,0.4302410741949952 km
638539,0.14870546302085158 km
766012,0.04528530889925897 km
187117,0.30309058529472116 km
828503,1.970067428434418 km
165424,0.11761898104189976 km
642280,0.5162206102282286 km
129132,0.852276747265502 km
195212,0.6587041588704169 km
108053,0.46209388161135534 km
623926,1.3304479014905077 km
318593,0.6569235719289843 km
397340,0.3299329169256995 km
589577,0.17109967099028373 km
274208,0.2708120886803909 km
215310,0.8701061103421246 km
193150,1.7243801224150623 km
889974,1.136601012269863 km
182128,0.7422298115143062 km
657680,0.18121716540199617 km
382498,0.7238853301692189 km
822713,0.59055656084905 km
709487,0.7507234977709579 km
598467,0.8223561856096575 km
362525,0.6140155785969414 km
303616,0.9774010245353538 km
271496,0.3871195732906451 km
121445,1.3612754611200266 km
332270,0.5454132950854875 km
229354,0.7534804433488056 km
513562,0.3109708694451854 km
391855,1.0064238630275661 km
476578,0.3239928731926967 km
186080,2.286669503467111 km
123595,0.5431684822562616 km
254987,0.3938943317558044 km
121439,0.8105685640999296 km
349672,0.33658777755914826 km
328784,0.9354159473160131 km
207020,1.2111524374700016 km
252041,0.46878662733497667 km
171680,0.7422298115143062 km
698402,0.44565940977326024 km
436833,0.07049262493518438 km
415982,1.1582935311677576 km
894046,0.7851994321263621 km
457371,3.352696330463496 km
108751,0.21596277379373235 km
489100,0.131100700147655 km
409462,0.8154722229394684 km
418866,1.407370341647743 km
948297,0.9028167074854623 km
352348,0.38915098923334596 km
719924,0.4426099496401016 km
675423,0.9130184478748468 km
763860,0.36862383821367556 km
747403,1.239591341397827 km
170364,0.5177284540430483 km
461377,1.0248456461771316 km
746650,1.4111152094078225 km
625923,0.9771979653557551 km
219284,0.546678381334274 km
402645,1.479415885287269 km
551789,1.0980808540674054 km
331036,0.5253025170698644 km
978308,0.42213069189861074 km
556129,0.43696820016276505 km
210306,1.7089030743888016 km
416147,0.4182196324806153 km
374691,0.22650044759012805 km
304841,0.8430199453933449 km
328913,0.1500074147987568 km
880360,0.4177471775108424 km
822539,0.550093130124764 km
868647,0.29160247650059123 km
785336,0.8505692617322012 km
201683,0.44263121763298907 km
457604,0.5424925069557541 km
792901,0.6340545463577839 km
785370,0.5431684822562616 km
494413,0.2616725943696553 km
854907,0.29160247650059123 km
875031,0.8618354524790464 km
579867,0.6587041588704169 km
904418,0.472215859648688 km
466649,0.4737926411078621 km
610631,0.5429493450799642 km
739540,0.21723760001590306 km
751238,1.283247749769034 km
687461,0.964052185421829 km
834232,1.1234925249814804 km
109193,0.2162800194255223 km
199123,0.2616725943696553 km
623296,0.5506932187898921 km
725893,0.7294629908316825 km
877462,0.5890618452217945 km
270519,0.8227906158038449 km
488948,0.22466357533704032 km
582826,0.5444356435921229 km
469225,0.30245820145662206 km
298525,1.1767230508225193 km
999185,0.8367794750967716 km
709445,0.370021699633321 km
658881,0.579376786957462 km
255811,0.49464538495310345 km
622822,0.5936055359359584 km
389543,0.6392623624441938 km
361411,0.9040641497394813 km
846744,0.1500074147987568 km
996889,0.6569235719289843 km
654962,0.36862383821367556 km
407478,0.30309058529472116 km
177322,0.4182196324806153 km
671778,0.36457275539031114 km
857878,0.0918032758116681 km
440126,0.6569235719289843 km
358957,0.44263121763298907 km
566353,0.131100700147655 km
880408,0.44565940977326024 km
374629,0.7114869487007127 km
803781,0.8054499463463067 km
447071,0.7232889302919652 km
427166,0.36862383821367556 km
861420,0.3109708694451854 km
767859,0.36174118089794544 km
976138,1.1234925249814804 km
986004,1.3612754611200266 km
858270,0.7072652896927325 km
401928,0.7901925685214706 km
439253,0.7597008366027064 km
153511,0.8548832105773491 km
544181,0.5167871341110595 km
998025,1.1234925249814804 km
151679,0.8366398856232966 km
134341,0.6563597169984283 km
583349,2.0536231920490144 km
403744,0.7294629908316825 km
504642,0.4743766211691037 km
121631,0.40060816971559593 km
268150,0.9048976745244736 km
827382,0.6877071417505977 km
765815,0.4337806489420962 km
174231,0.568792706074641 km
279465,0.45878337054281526 km
901882,3.322068659456776 km
816850,0.4552611255769127 km
309569,0.62177184278007 km
939271,0.19150072822563188 km
512016,0.370021699633321 km
762012,0.5984384676636751 km
274650,0.6165818954426128 km
336451,1.626391906624692 km
788421,0.7307715037736645 km
607187,0.6635602386028426 km
711415,1.1234925249814804 km
351785,0.2878281727897157 km
268160,0.7422298115143062 km
644300,0.46209388161135534 km
349471,0.17787663654798175 km
669749,0.5385401249755573 km
310428,1.789342976537453 km
150063,0.665347518728225 km
601636,2.0536231920490144 km
966658,0.7121623304936997 km
865830,0.6181987989047601 km
189860,0.9040134088591341 km
649046,0.27950078133522177 km
983007,0.5444356435921229 km
842889,0.7422298115143062 km
783606,0.4552585633551962 km
690664,0.27950078133522177 km
490163,0.21023505976711743 km
504164,0.8105685640999296 km
265720,0.21023505976711743 km
879333,1.478082227878111 km
782569,1.902660380034923 km
895201,0.8505692617322012 km
264418,0.19243926648642198 km
952230,0.5253025170698644 km
480005,0.7288715324450787 km
386153,1.1234925249814804 km
669764,0.8913301163180555 km
859207,2370.557627125421 km
946027,0.9818207556755743 km
691424,0.2616725943696553 km
883527,0.9720756218018826 km
765076,0.7238853301692189 km
360384,0.14006135628986122 km
996205,1.253713752970859 km
249732,0.7599262036940184 km
183922,0.5253025170698644 km
738476,0.7294629908316825 km
567731,1.0446369648364418 km
869318,1.7815985998005717 km
201094,0.969396354856356 km
152766,0.11903930642246727 km
569754,1.3307235232839636 km
616317,0.8546938614937661 km
404969,0.3073636838299941 km
699362,1.593664803030775 km
570816,0.8395551380531712 km
652781,0.46209388161135534 km
392818,1.1950936581074578 km
318929,0.44263121763298907 km
252884,0.46209388161135534 km
785847,0.7238853301692189 km
825506,0.6550743020086276 km
514716,0.928876542840459 km
533497,0.6569235719289843 km
155345,0.4438515849110652 km
814461,0.5424925069557541 km
763312,0.4467808234585281 km
308239,0.8835008917383832 km
294622,1.1111524960788022 km
307869,3.1399636270410554 km
329943,0.7597008366027064 km
649566,0.579376786957462 km
931723,0.9492700656239291 km
323026,0.7033301508281861 km
231996,0.7851994321263621 km
931079,1.6814424386827342 km
812867,0.3548022182799783 km
790537,0.6991315824111497 km
995041,1.38432629172597 km
872944,2.424652652568955 km
648376,0.8105685640999296 km
925634,0.38113120937341605 km
107430,0.4552585633551962 km
680277,0.2616725943696553 km
945683,0.7925974713284755 km
567554,0.6582504412820122 km
113455,0.7422298115143062 km
961638,0.3073636838299941 km
405545,0.6506060979718524 km
770172,0.3129634496625509 km
159061,1.2945085844801834 km
271057,0.23549220787600852 km
795660,1.1655831461583712 km
910894,0.13895388054708685 km
351770,0.8925340691016322 km
657558,0.7294629908316825 km
633132,0.6569235719289843 km
201216,1.0237590153531007 km
392405,0.6137663566225372 km
783611,1.1683335964935972 km
844334,1.2945085844801834 km
461144,1.8634825117395155 km
727180,0.2616725943696553 km
478513,1.54763171599174 km
328374,0.14006135628986122 km
646576,0.23593782256538212 km
806347,0.5253025170698644 km
465448,0.31097848112210635 km
627021,2.856093159102872 km
433810,1.0980808540674054 km
558107,0.2616725943696553 km
695357,0.2942496948556939 km
326553,0.7448744006641076 km
785939,3.1697749588496644 km
754436,0.8226241517392676 km
553535,1.1096126082754274 km
550144,0.42213069189861074 km
249101,0.6569235719289843 km
870151,0.3109708694451854 km
613640,1.0237590153531007 km
917799,0.32067987993376096 km
784187,0.17787663654798175 km
131843,0.6924551567035218 km
545292,1.262911221448822 km
543857,0.30309058529472116 km
565013,0.7422298115143062 km
165928,0.7238853301692189 km
245088,0.22939909239563042 km
742529,0.2616725943696553 km
715230,0.6569235719289843 km
398781,0.38712140942475415 km
116003,0.46209388161135534 km
723952,0.4182196324806153 km
892271,1.6453203043394309 km
825583,0.7422298115143062 km
121139,0.6569235719289843 km
969270,1.4482654220574638 km
156510,0.49517718059817883 km
576144,0.2616725943696553 km
356513,3.1399636270410554 km
250103,0.8387491112619252 km
943035,0.535729983705157 km
299889,2.856093159102872 km
704413,1.2945085844801834 km
504914,0.6569235719289843 km
598405,0.685182496858129 km
870268,0.30309058529472116 km
303937,0.36876037101429926 km
637326,0.4021708246558553 km
872075,0.9475295636728679 km
421326,1.2945085844801834 km
631590,0.8055781952181469 km
892432,0.2708120886803909 km
455758,0.37945257553410633 km
722020,0.7238853301692189 km
894496,0.8701061103421246 km
